Average Packets per Flow,Average Bytes per Flow,Average Duration per Flow,Source IP Address Generation Speed,Percentage of Pair Flow,label
0.00074054,0.000119239,4.82E-16,353,0.004244745,1
0.000641292,0.000289448,5.97E-15,353,0.004244745,1
0.000114516,1.51E-05,8.72E-17,353,0.004244745,1
0.000103065,4.50E-05,0.003921564,353,0.004244745,1
0.002481191,0.00061438,5.53E-13,353,0.004244745,1
0.002626245,0.002732233,4.52E-12,353,0.004244745,1
0.000244302,3.48E-05,1.96E-16,353,0.004244745,1
0.000171775,5.34E-05,0.003921564,353,0.004244745,1
0.000236667,9.24E-05,3.68E-16,353,0.004244745,1
0.000209947,4.99E-05,0.003921564,353,0.004244745,1
0.000244302,5.00E-05,1.64E-16,353,0.004244745,1
0.000702368,0.000124021,6.21E-16,353,0.004244745,1
0.004267648,0.000354189,4.10E-15,353,0.004244745,1
0.007191636,0.019941718,4.10E-10,353,0.004244745,1
0.000221399,7.99E-05,1.68E-16,353,0.004244745,1
0.000106882,3.06E-05,8.00E-17,353,0.004244745,0
0.000618389,0.0003754,6.83E-16,353,0.004244745,0
0.000103065,5.07E-05,0.003921564,353,0.004244745,0
0.000114516,2.90E-05,9.63E-17,353,0.004244745,1
0.000110699,5.04E-05,0.003921564,353,0.004244745,1
0.000587851,0.000201319,6.83E-16,353,0.004244745,1
0.000637475,9.61E-05,0.003921565,353,0.004244745,1
0.000542045,9.94E-05,4.53E-16,353,0.004244745,1
0.000213764,4.85E-05,1.77E-16,353,0.004244745,1
0.000320646,9.97E-05,2.71E-16,353,0.004244745,1
0.000213764,0.000165019,1.85E-16,353,0.004244745,1
0.000190861,0.000125255,3.76E-16,353,0.004244745,1
0.000129785,1.76E-05,8.24E-17,353,0.004244745,1
0.000106882,4.86E-05,8.00E-17,353,0.004244745,1
6.11E-05,1.22E-05,4.30E-17,353,0.004244745,1
0.000480969,0.000272486,4.76E-16,353,0.004244745,1
5.73E-05,4.49E-05,0.003921565,353,0.004244745,1
0.000358818,5.19E-05,3.31E-16,353,0.004244745,1
0.000248119,6.14E-05,0.003921565,353,0.004244745,1
0.000893229,0.000173056,8.19E-16,353,0.004244745,1
0.000786347,0.000310303,6.83E-16,353,0.004244745,1
0.000122151,5.02E-05,1.31E-16,353,0.004244745,1
0.000122151,5.93E-05,1.14E-16,353,0.004244745,1
0.000183226,5.60E-05,1.52E-16,353,0.004244745,1
0.000179409,6.26E-05,0.003921565,353,0.004244745,1
0.000167958,1.87E-05,1.38E-16,353,0.004244745,1
0.000152689,5.20E-05,1.36E-16,353,0.004244745,1
0.000324463,0.000637746,0.003921565,353,0.004244745,1
0.000244302,0.000109005,2.12E-16,353,0.004244745,0
9.92E-05,1.02E-05,8.96E-17,353,0.004244745,0
7.63E-05,0.000101387,3.28E-16,353,0.004244745,0
0.000618389,8.48E-05,4.31E-16,353,0.004244745,0
0.000614572,0.001205121,0.003921565,353,0.004244745,0
0.000229033,1.59E-05,1.91E-16,353,0.004244745,0
0.00013742,9.54E-06,1.13E-16,353,0.004244745,0
0.000106882,1.07E-05,3.10E-16,353,0.004244745,0
4.58E-05,4.53E-06,2.97E-17,353,0.004244745,0
6.87E-05,5.31E-05,7.09E-17,353,0.004244745,1
3.05E-05,1.92E-05,2.54E-17,353,0.004244745,1
0.000282474,4.45E-05,2.85E-16,353,0.004244745,1
0.00037027,6.98E-05,0.003921565,353,0.004244745,1
0.000412259,5.36E-05,3.28E-16,353,0.004244745,1
0.000473335,0.000914407,4.13E-10,353,0.004244745,1
0.000587851,0.00016347,4.48E-16,353,0.004244745,1
0.00083597,0.001370454,0.003921565,353,0.004244745,1
0.000931401,0.000161336,9.83E-16,353,0.004244745,1
0.000335915,6.77E-05,2.71E-16,353,0.004244745,1
0.000664196,0.000100246,5.39E-16,353,0.004244745,1
0.000492421,0.000196317,0.003921566,353,0.004244745,1
0.00013742,5.76E-05,1.19E-16,353,0.004244745,0
0.000320646,0.000136138,2.71E-16,353,0.004244745,0
0.000133603,0.00015151,0.003921565,353,0.004244745,1
0.000259571,2.40E-05,2.20E-16,353,0.004244745,1
0.000229033,3.36E-05,2.07E-16,353,0.004244745,1
0.000187044,5.44E-05,0.003921565,353,0.004244745,1
0.000160323,0.000169111,3.09E-13,353,0.004244745,1
0.000801615,0.000482929,6.84E-16,353,0.004244745,1
0.000366453,7.79E-05,4.92E-16,353,0.004244745,1
0.000332098,0.000202679,0.003921565,353,0.004244745,1
0.000282474,0.00010055,1.87E-16,353,0.004244745,1
0.000286291,0.000223294,0.003921565,353,0.004244745,1
0.000152689,2.93E-05,1.12E-16,353,0.004244745,1
0.000141237,0.000172878,0.003921565,353,0.004244745,1
0.000725271,0.000170596,6.09E-16,353,0.004244745,1
0.000637475,0.000149773,0.003921566,353,0.004244745,1
0.000259571,0.000112102,2.27E-16,353,0.004244745,1
0.000251936,0.000178131,2.01E-16,353,0.004244745,1
0.000595486,9.70E-05,5.09E-16,353,0.004244745,1
0.000557314,0.000714563,6.33E-15,353,0.004244745,1
0.00027484,4.38E-05,2.26E-16,353,0.004244745,1
0.000347367,6.86E-05,0.003921565,353,0.004244745,1
0.000259571,3.53E-05,1.68E-16,353,0.004244745,1
0.00020613,9.67E-05,9.26E-09,353,0.004244745,1
0.000236667,3.81E-05,1.88E-16,353,0.004244745,1
0.00127495,0.000166453,1.02E-15,353,0.004244745,0
9.16E-05,1.76E-05,7.09E-17,353,0.004244745,0
0.0015078,0.000362278,0.003921566,353,0.004244745,0
0.001213875,0.001692477,2.13E-13,353,0.004244745,1
0.001565059,0.000697528,4.63E-09,353,0.004244745,1
9.16E-05,5.63E-05,8.06E-17,353,0.004244745,1
0.000171775,9.37E-05,0.003921568,353,0.004244745,1
0.00013742,6.31E-05,1.73E-16,353,0.004244745,1
0.000106882,9.39E-05,9.45E-17,353,0.004244745,1
0.000160323,2.01E-05,1.37E-16,353,0.004244745,1
0.000145054,6.66E-05,1.18E-16,353,0.004244745,1
0.000358818,5.30E-05,3.50E-16,353,0.004244745,1
0.000362636,0.00046243,0.003921565,353,0.004244745,1
0.002282695,0.000327694,2.11E-15,353,0.004244745,1
0.00013742,1.82E-05,8.84E-17,353,0.004244745,1
0.002401029,0.002412753,0.003921566,353,0.004244745,1
0.000236667,3.35E-05,2.07E-16,353,0.004244745,1
0.000133603,4.81E-05,0.003921565,353,0.004244745,1
9.16E-05,1.77E-05,7.63E-17,353,0.004244745,1
0.000893229,0.000154754,7.78E-16,353,0.004244745,1
0.000755809,0.000323718,1.99E-09,353,0.004244745,1
9.16E-05,5.59E-05,8.18E-17,353,0.004244745,1
0.000175592,0.000106179,1.44E-16,353,0.004244745,1
0.000129785,1.19E-05,1.10E-16,353,0.004244745,1
0.000114516,1.52E-05,9.45E-17,353,0.004244745,1
0.000152689,1.82E-05,1.71E-16,353,0.004244745,1
0.000152689,0.000185194,2.36E-16,353,0.004244745,1
0.0005764,0.000136986,0.003921571,353,0.004244745,1
0.000545862,0.000337918,0.003921566,353,0.004244745,0
0.000412259,8.77E-05,5.04E-16,353,0.004244745,0
0.000267205,5.26E-05,2.12E-16,353,0.004244745,0
0.000271022,0.00016819,0.003921567,353,0.004244745,0
0.000358818,0.000213426,3.27E-16,353,0.004244745,0
8.78E-05,3.49E-05,0.003921566,353,0.004244745,0
8.40E-05,0.000107958,7.81E-17,353,0.004244745,0
0.000129785,5.50E-05,9.81E-17,353,0.004244745,0
0.000122151,6.92E-05,1.05E-16,353,0.004244745,0
0.000530593,9.81E-05,0.003921566,353,0.004244745,1
0.0004657,0.00013708,5.10E-10,353,0.004244745,1
0.000190861,3.53E-05,1.76E-16,353,0.004244745,1
0.000175592,3.49E-05,2.00E-16,353,0.004244745,1
0.000381722,7.97E-05,3.87E-16,353,0.004244745,1
0.000542045,6.50E-05,6.50E-16,353,0.004244745,1
0.000320646,0.000145221,1.13E-14,353,0.004244745,1
0.000167958,0.000111694,1.71E-16,353,0.004244745,1
0.000702368,0.001255411,5.66E-09,353,0.004244745,1
0.000152689,6.20E-05,1.37E-16,353,0.004244745,1
0.001610865,0.000391724,1.20E-13,353,0.004244745,1
0.001694844,0.000943162,8.25E-09,353,0.004244745,1
0.001152799,0.000266898,1.30E-15,353,0.004244745,0
0.000213764,6.04E-05,1.73E-16,353,0.004244745,0
0.000106882,2.44E-05,8.06E-17,353,0.004244745,1
0.001221509,0.000925279,5.84E-10,353,0.004244745,1
0.000213764,0.000100466,1.80E-16,353,0.004244745,1
9.16E-05,6.84E-05,8.30E-17,353,0.004244745,1
0.000297743,3.06E-05,2.30E-16,353,0.004244745,1
0.000259571,3.95E-05,2.17E-16,353,0.004244745,1
0.000717637,0.000110239,7.05E-16,353,0.004244745,1
0.000458066,0.000127306,3.62E-16,353,0.004244745,1
0.000320646,0.000227281,2.67E-16,353,0.004244745,1
0.000442797,0.000114132,3.82E-16,353,0.004244745,1
0.000427528,0.000197939,7.31E-14,353,0.004244745,1
0.00050769,0.000317356,0.003921568,353,0.004244745,1
0.000916132,0.000158626,7.79E-16,353,0.004244745,1
0.000870325,0.000360196,8.60E-16,353,0.004244745,1
0.000106882,2.33E-05,9.81E-17,353,0.004244745,1
0.000103065,4.60E-05,0.003921566,353,0.004244745,1
0.000564948,9.51E-05,4.71E-16,353,0.004244745,1
9.16E-05,1.77E-05,9.15E-17,353,0.004244745,1
9.16E-05,5.59E-05,8.42E-17,353,0.004244745,1
6.87E-05,2.67E-05,3.45E-17,353,0.004244745,1
8.02E-05,6.09E-05,0.003921566,353,0.004244745,1
0.000519141,0.000233695,4.57E-16,353,0.004244745,1
0.000442797,7.27E-05,3.77E-16,353,0.004244745,1
0.002557535,0.000570995,6.18E-13,353,0.004244745,0
0.000355001,0.000135866,0.003921569,353,0.004244745,0
0.00305759,0.001080744,0.003921572,353,0.004244745,0
0.000652744,0.000133522,0.003921566,353,0.004244745,1
0.000629841,0.000432053,0.003921566,353,0.004244745,1
0.000160323,2.73E-05,9.27E-17,353,0.004244745,1
0.000171775,0.000104788,0.003921566,353,0.004244745,1
0.00060312,0.000161671,6.29E-16,353,0.004244745,1
0.001614683,0.000452427,0.003921574,353,0.004244745,1
0.00064511,0.000264679,0.003921566,353,0.004244745,1
0.000190861,3.03E-05,1.64E-16,353,0.004244745,1
0.000832153,0.001473431,3.28E-13,353,0.004244745,1
0.000580217,0.000116392,7.72E-09,353,0.004244745,1
0.001763554,0.001477491,1.55E-09,353,0.004244745,1
0.000129785,1.76E-05,8.48E-17,353,0.004244745,1
0.000103065,4.84E-05,0.003921566,353,0.004244745,1
0.000129785,1.76E-05,8.72E-17,353,0.004244745,1
0.000175592,0.000106179,1.52E-16,353,0.004244745,1
0.000103065,4.58E-05,0.003921566,353,0.004244745,1
0.000496238,0.000105447,6.90E-16,353,0.004244745,1
0.000213764,3.73E-05,1.73E-16,353,0.004244745,1
0.000221399,3.19E-05,1.89E-16,353,0.004244745,1
0.000389356,0.000115356,2.88E-09,353,0.004244745,1
0.000183226,8.98E-05,8.27E-10,353,0.004244745,1
0.000194678,6.54E-05,0.003921566,353,0.004244745,1
0.000106882,2.43E-05,8.60E-17,353,0.004244745,1
9.92E-05,6.28E-05,3.31E-16,353,0.004244745,1
0.000419894,0.000331524,4.50E-10,353,0.004244745,1
0.00050769,8.38E-05,0.003921566,353,0.004244745,0
0.001099358,0.000270749,1.31E-15,353,0.004244745,0
0.000595486,8.39E-05,4.77E-16,353,0.004244745,0
0.000160323,3.11E-05,1.14E-16,353,0.004244745,0
0.001240595,0.001149148,0.00392157,353,0.004244745,0
0.000492421,0.000227615,0.003921566,353,0.004244745,0
0.000133603,5.00E-05,0.003921566,353,0.004244745,0
0.001049735,0.000235066,0.00392157,353,0.004244745,0
0.000145054,2.87E-05,3.34E-16,353,0.004244745,0
0.001061186,0.000895728,6.82E-09,353,0.004244745,1
0.000110699,3.96E-05,0.003921566,353,0.004244745,1
0.000648927,0.000154388,9.17E-16,353,0.004244745,1
0.0005764,0.000192079,0.003921566,353,0.004244745,1
0.001259681,0.000276022,1.21E-15,353,0.004244745,1
0.001358929,0.001161684,5.18E-09,353,0.004244745,1
0.00027484,5.31E-05,2.16E-16,353,0.004244745,1
0.000267205,0.000168629,2.15E-16,353,0.004244745,1
7.63E-05,1.27E-05,6.84E-17,353,0.004244745,1
5.34E-05,4.74E-05,3.76E-17,353,0.004244745,1
6.11E-05,8.71E-06,3.21E-17,353,0.004244745,1
0.000190861,3.02E-05,1.62E-16,353,0.004244745,1
0.000141237,4.41E-05,0.003921567,353,0.004244745,0
0.000259571,3.82E-05,2.22E-16,353,0.004244745,0
0.000282474,0.000366673,2.04E-13,353,0.004244745,1
0.000221399,4.86E-05,1.87E-16,353,0.004244745,1
0.000255753,0.000161179,0.003921567,353,0.004244745,1
0.000381722,7.09E-05,3.20E-16,353,0.004244745,1
0.000160323,3.09E-05,1.19E-16,353,0.004244745,1
0.000103065,4.32E-05,0.003921567,353,0.004244745,1
8.02E-05,3.49E-05,0.003921567,353,0.004244745,1
7.63E-05,0.000107226,3.08E-16,353,0.004244745,1
0.000320646,0.000183185,2.78E-16,353,0.004244745,1
0.00020613,8.27E-05,1.76E-16,353,0.004244745,1
0.000198495,0.000129839,1.63E-16,353,0.004244745,1
0.000771078,0.000144478,6.35E-16,353,0.004244745,1
0.000717637,0.000157516,4.25E-13,353,0.004244745,1
0.000610755,0.000112918,4.94E-16,353,0.004244745,1
0.001168068,0.000367039,4.13E-13,353,0.004244745,1
0.001446725,0.001690562,0.003921568,353,0.004244745,1
0.000648927,0.000939688,5.89E-10,353,0.004244745,1
0.000729088,0.000143651,0.003921567,353,0.004244745,1
0.000190861,3.70E-05,1.80E-16,353,0.004244745,1
0.000683282,0.00018285,0.003921569,353,0.004244745,1
0.000694733,0.000104275,5.62E-16,353,0.004244745,1
0.00016414,4.42E-05,0.003921567,353,0.004244745,1
9.16E-05,1.77E-05,8.42E-17,353,0.004244745,1
0.000259571,3.53E-05,3.40E-16,353,0.004244745,0
9.16E-05,5.59E-05,1.01E-16,353,0.004244745,0
0.000198495,9.63E-05,4.60E-09,353,0.004244745,0
0.000114516,3.42E-05,9.93E-17,353,0.004244745,1
0.000110699,5.13E-05,0.003921567,353,0.004244745,1
0.000545862,0.000296448,0.003921569,353,0.004244745,1
0.000290108,4.49E-05,2.83E-16,353,0.004244745,1
0.000362636,6.94E-05,0.003921569,353,0.004244745,1
0.002053662,0.000464471,1.24E-09,353,0.004244745,1
0.002328502,0.001298053,1.24E-09,353,0.004244745,1
0.000488604,5.59E-05,6.09E-16,353,0.004244745,1
0.000427528,0.00010642,3.57E-16,353,0.004244745,1
0.00020613,4.33E-05,2.18E-16,353,0.004244745,1
9.16E-05,1.77E-05,7.57E-17,353,0.004244745,1
9.16E-05,5.63E-05,8.72E-17,353,0.004244745,1
0.000167958,0.000105436,2.53E-16,353,0.004244745,1
7.63E-05,2.76E-05,7.69E-17,353,0.004244745,1
7.63E-05,6.06E-05,7.15E-17,353,0.004244745,1
7.63E-06,5.44E-07,9.69E-18,353,0.004244745,1
1.53E-05,1.09E-06,1.45E-17,353,0.004244745,1
1.53E-05,1.09E-06,1.51E-17,353,0.004244745,1
3.05E-05,2.18E-06,2.54E-17,353,0.004244745,1
0.001454359,0.000408352,0.003921568,353,0.004244745,1
0.001469628,0.001238167,0.003921567,353,0.004244745,1
0.00060312,7.52E-05,5.79E-16,353,0.004244745,1
0.000175592,4.09E-05,1.33E-16,353,0.004244745,1
0.000396991,9.98E-05,2.91E-16,353,0.004244745,1
0.000633658,0.000955876,4.12E-09,353,0.004244745,1
0.000167958,0.000162455,2.34E-13,353,0.004244745,0
0.000419894,0.000100843,5.15E-09,353,0.004244745,0
0.003130117,0.000327244,3.64E-15,353,0.004244745,0
0.000358818,8.46E-05,2.76E-16,353,0.004244745,0
0.003977539,0.00888482,2.06E-09,353,0.004244745,0
0.000175592,3.60E-05,1.59E-16,353,0.004244745,0
0.000351184,0.000117146,1.54E-09,353,0.004244745,0
0.002133824,0.000427501,0.003921572,353,0.004244745,0
0.002023125,0.001025452,4.63E-09,353,0.004244745,0
0.000145054,2.34E-05,1.10E-16,353,0.004244745,1
0.000110699,4.30E-05,0.003921567,353,0.004244745,1
0.000282474,0.000174332,2.89E-16,353,0.004244745,1
0.000305377,0.000492818,3.05E-12,353,0.004244745,1
0.000167958,6.38E-05,1.61E-16,353,0.004244745,1
0.000106882,2.65E-05,1.34E-16,353,0.004244745,1
8.78E-05,4.65E-05,0.003921567,353,0.004244745,1
0.000381722,5.51E-05,3.12E-16,353,0.004244745,1
0.000362636,0.00045679,0.003921567,353,0.004244745,1
8.40E-05,5.57E-05,7.15E-17,353,0.004244745,1
6.87E-05,5.15E-05,6.90E-17,353,0.004244745,1
6.87E-05,1.56E-05,5.21E-17,353,0.004244745,1
4.58E-05,4.44E-05,4.12E-17,353,0.004244745,0
0.000183226,1.66E-05,1.57E-16,353,0.004244745,0
0.000167958,1.94E-05,1.36E-16,353,0.004244745,1
0.000114516,1.93E-05,9.81E-17,353,0.004244745,1
0.000114516,2.34E-05,9.51E-17,353,0.004244745,1
0.000103065,4.03E-05,0.003921568,353,0.004244745,1
0.000125968,4.41E-05,0.003921568,353,0.004244745,1
6.87E-05,1.06E-05,5.63E-17,353,0.004244745,1
5.73E-05,7.08E-05,0.003921568,353,0.004244745,1
0.000129785,1.76E-05,1.14E-16,353,0.004244745,1
9.54E-05,3.88E-05,0.003921568,353,0.004244745,1
0.000564948,6.39E-05,3.77E-16,353,0.004244745,1
0.000480969,8.40E-05,3.99E-16,353,0.004244745,1
0.000389356,5.63E-05,3.19E-16,353,0.004244745,1
0.000190861,4.52E-05,4.01E-16,353,0.004244745,1
0.000122151,1.72E-05,8.96E-17,353,0.004244745,1
0.000297743,0.000105593,6.68E-09,353,0.004244745,1
0.000187044,4.62E-05,0.003921568,353,0.004244745,1
0.000103065,4.58E-05,0.003921568,353,0.004244745,1
0.002923988,0.000589224,2.81E-15,353,0.004244745,1
0.000167958,3.06E-05,1.45E-16,353,0.004244745,1
0.000282474,3.77E-05,1.98E-16,353,0.004244745,1
0.002973612,0.002490324,0.003921571,353,0.004244745,1
0.000175592,7.20E-05,3.82E-16,353,0.004244745,1
0.000297743,0.000480627,3.44E-13,353,0.004244745,1
0.000129785,1.20E-05,1.08E-16,353,0.004244745,0
0.000114516,1.68E-05,9.63E-17,353,0.004244745,0
0.000152689,2.21E-05,1.36E-16,353,0.004244745,0
0.000404625,5.41E-05,3.09E-16,353,0.004244745,1
0.000133603,5.10E-05,0.003921568,353,0.004244745,1
0.000362636,0.000141841,0.00392157,353,0.004244745,1
0.000347367,9.49E-05,0.003921568,353,0.004244745,1
0.000416077,8.92E-05,0.003921568,353,0.004244745,1
0.000549679,8.98E-05,4.55E-16,353,0.004244745,1
0.000351184,6.95E-05,2.86E-16,353,0.004244745,1
0.000351184,0.000186962,2.63E-16,353,0.004244745,1
0.000473335,0.000314719,3.96E-16,353,0.004244745,1
0.000412259,0.000265862,2.73E-10,353,0.004244745,1
0.000480969,0.000117711,6.29E-13,353,0.004244745,1
0.000167958,2.02E-05,1.31E-16,353,0.004244745,1
0.00016414,0.00012874,0.003921568,353,0.004244745,1
0.000175592,2.76E-05,1.36E-16,353,0.004244745,1
0.000141237,6.45E-05,0.003921568,353,0.004244745,1
0.001534521,0.000168839,1.47E-15,353,0.004244745,1
0.001439091,0.00090952,0.003921574,353,0.004244745,1
0.000152689,2.20E-05,1.36E-16,353,0.004244745,1
0.000156506,5.19E-05,0.003921574,353,0.004244745,1
0.00020613,3.08E-05,3.45E-16,353,0.004244745,1
0.000198495,9.08E-05,4.52E-15,353,0.004244745,1
0.002790385,0.000652971,0.003921572,353,0.004244745,1
0.002763665,0.002513533,2.60E-09,353,0.004244745,1
0.000152689,3.14E-05,3.77E-16,353,0.004244745,1
0.000118334,3.91E-05,0.003921568,353,0.004244745,1
0.000488604,7.20E-05,3.91E-16,353,0.004244745,0
0.000564948,0.00096296,2.86E-13,353,0.004244745,0
0.00027484,3.98E-05,2.27E-16,353,0.004244745,0
0.000293926,0.000416869,0.003921568,353,0.004244745,0
9.16E-05,5.40E-06,7.33E-17,353,0.004244745,0
4.58E-05,2.89E-06,4.00E-17,353,0.004244745,0
0.000152689,2.34E-05,1.21E-16,353,0.004244745,0
0.000187044,4.88E-05,0.003921568,353,0.004244745,0
0.000542045,0.000173118,6.50E-16,353,0.004244745,0
0.000553496,0.000141862,0.003921573,353,0.004244745,1
0.000129785,3.46E-05,1.21E-16,353,0.004244745,1
0.000141237,0.000122116,0.003921568,353,0.004244745,1
0.000175592,3.70E-05,1.34E-16,353,0.004244745,1
0.000557314,7.42E-05,4.72E-16,353,0.004244745,1
0.000179409,5.60E-05,0.003921568,353,0.004244745,1
0.000473335,0.000103971,4.74E-16,353,0.004244745,1
0.000351184,7.06E-05,3.34E-16,353,0.004244745,1
0.000282474,0.000249234,1.76E-09,353,0.004244745,1
9.16E-05,1.77E-05,7.81E-17,353,0.004244745,1
9.92E-05,1.03E-05,8.24E-17,353,0.004244745,1
9.16E-05,5.63E-05,8.24E-17,353,0.004244745,1
8.40E-05,2.04E-05,7.69E-17,353,0.004244745,0
0.000396991,0.000150338,2.84E-16,353,0.004244745,0
0.000389356,9.82E-05,1.55E-09,353,0.004244745,1
8.40E-05,4.87E-05,8.54E-17,353,0.004244745,1
0.00013742,6.92E-05,1.26E-16,353,0.004244745,1
0.000213764,8.82E-05,1.74E-16,353,0.004244745,1
0.000255753,8.51E-05,0.003921574,353,0.004244745,1
0.000106882,0.000198285,2.92E-13,353,0.004244745,1
0.000267205,0.000150087,2.26E-16,353,0.004244745,1
