Average Packets per Flow,Average Bytes per Flow,Average Duration per Flow,Source IP Address Generation Speed,Percentage of Pair Flow,label
0.000217581,6.33E-05,0.003921568,353,0.004244745,1
0.000106882,7.08E-05,9.39E-17,353,0.004244745,1
6.87E-05,1.32E-05,4.97E-17,353,0.004244745,1
3.82E-05,2.04E-05,3.09E-17,353,0.004244745,1
0.000618389,0.000116392,4.74E-16,353,0.004244745,1
9.16E-05,2.57E-05,7.27E-17,353,0.004244745,1
8.02E-05,4.80E-05,0.003921568,353,0.004244745,1
0.000568765,0.000631876,0.003921569,353,0.004244745,1
6.87E-05,2.54E-05,5.94E-17,353,0.004244745,1
4.96E-05,4.14E-05,0.003921568,353,0.004244745,1
0.000183226,3.12E-05,3.71E-16,353,0.004244745,1
0.000118334,6.95E-05,0.003921569,353,0.004244745,1
0.000183226,1.66E-05,1.41E-16,353,0.004244745,1
0.000167958,1.94E-05,1.36E-16,353,0.004244745,1
0.000114516,2.34E-05,9.51E-17,353,0.004244745,1
0.000114516,1.93E-05,9.27E-17,353,0.004244745,1
0.000125968,4.41E-05,0.003921569,353,0.004244745,0
9.92E-05,4.01E-05,3.08E-16,353,0.004244745,0
0.000358818,5.21E-05,3.10E-16,353,0.004244745,0
0.000263388,5.56E-05,0.003921569,353,0.004244745,1
0.000992476,0.00010641,9.61E-16,353,0.004244745,1
0.000847422,0.000138283,7.02E-16,353,0.004244745,1
0.000244302,5.94E-05,2.08E-16,353,0.004244745,1
0.000175592,3.53E-05,1.33E-16,353,0.004244745,1
0.000244302,0.00016978,4.32E-16,353,0.004244745,1
0.000148871,4.25E-05,0.003921569,353,0.004244745,1
7.63E-05,3.37E-05,6.30E-17,353,0.004244745,1
8.40E-05,9.32E-05,7.09E-17,353,0.004244745,1
0.000129785,1.20E-05,1.05E-16,353,0.004244745,1
0.000114516,1.68E-05,9.39E-17,353,0.004244745,1
0.000187044,5.38E-05,0.003921569,353,0.004244745,1
0.000167958,0.000168839,2.31E-13,353,0.004244745,1
0.000458066,0.000181563,4.12E-16,353,0.004244745,1
0.000442797,0.000300153,3.62E-16,353,0.004244745,1
0.000145054,2.91E-05,3.46E-16,353,0.004244745,1
0.000141237,0.000172909,0.003921569,353,0.004244745,1
7.25E-05,3.48E-05,0.003921569,353,0.004244745,1
7.63E-05,9.99E-05,6.06E-17,353,0.004244745,1
0.000580217,9.45E-05,3.45E-16,353,0.004244745,1
0.000522959,0.000693572,0.003921569,353,0.004244745,1
0.000183226,1.66E-05,1.49E-16,353,0.004244745,1
0.000167958,1.94E-05,1.57E-16,353,0.004244745,1
0.000114516,1.93E-05,3.51E-16,353,0.004244745,1
0.00020613,4.45E-05,1.86E-16,353,0.004244745,1
0.000103065,4.03E-05,0.003921569,353,0.004244745,0
0.000213764,8.66E-05,4.47E-09,353,0.004244745,0
0.000664196,5.99E-05,5.88E-16,353,0.004244745,0
0.000664196,0.000105667,6.10E-16,353,0.004244745,0
6.11E-05,9.26E-06,5.45E-17,353,0.004244745,0
0.000156506,4.81E-05,0.003921569,353,0.004244745,0
0.000145054,1.87E-05,3.28E-16,353,0.004244745,0
0.000179409,5.12E-05,0.003921569,353,0.004244745,0
0.000347367,0.000103124,0.003921569,353,0.004244745,0
0.00027484,4.16E-05,1.99E-16,353,0.004244745,1
0.000427528,0.000468301,2.06E-12,353,0.004244745,1
0.000251936,0.000207242,1.90E-12,353,0.004244745,1
0.000778712,9.04E-05,5.96E-16,353,0.004244745,1
0.000664196,0.000169362,5.90E-16,353,0.004244745,1
0.000404625,8.50E-05,5.91E-16,353,0.004244745,1
0.000213764,3.03E-05,1.47E-16,353,0.004244745,1
0.000328281,8.97E-05,9.81E-14,353,0.004244745,1
0.00023285,5.88E-05,0.003921569,353,0.004244745,1
0.000183226,3.54E-05,1.54E-16,353,0.004244745,1
0.000175592,0.00011182,1.50E-16,353,0.004244745,1
0.000480969,5.48E-05,3.47E-16,353,0.004244745,1
0.00060312,0.001167806,8.53E-13,353,0.004244745,0
0.000641292,0.000103971,7.79E-16,353,0.004244745,0
0.000610755,0.000207148,4.82E-16,353,0.004244745,1
0.00020613,3.07E-05,1.31E-16,353,0.004244745,1
0.000152689,3.94E-05,1.06E-16,353,0.004244745,1
0.000167958,9.37E-05,3.50E-14,353,0.004244745,1
0.000118334,4.30E-05,0.003921569,353,0.004244745,1
0.000160323,2.70E-05,1.33E-16,353,0.004244745,1
0.000152689,6.05E-05,1.19E-16,353,0.004244745,1
0.000290108,4.88E-05,2.42E-16,353,0.004244745,1
0.000293926,6.52E-05,0.003921569,353,0.004244745,1
0.000335915,5.39E-05,4.89E-16,353,0.004244745,1
0.000297743,0.000134589,4.59E-09,353,0.004244745,1
0.000335915,5.24E-05,2.53E-16,353,0.004244745,1
0.00027484,0.000125078,3.47E-09,353,0.004244745,1
0.001282585,0.000153467,1.91E-15,353,0.004244745,1
0.000145054,2.15E-05,1.21E-16,353,0.004244745,1
0.000198495,4.56E-05,1.66E-16,353,0.004244745,1
0.001358929,0.00261311,1.34E-09,353,0.004244745,1
0.000110699,4.88E-05,0.003921569,353,0.004244745,1
0.000187044,4.62E-05,0.003921569,353,0.004244745,1
0.000419894,5.43E-05,3.28E-16,353,0.004244745,1
0.000374087,0.000416294,2.47E-09,353,0.004244745,1
0.000129785,1.76E-05,9.45E-17,353,0.004244745,1
0.000103065,4.15E-05,0.003921569,353,0.004244745,1
0.000473335,8.00E-05,3.43E-16,353,0.004244745,0
0.000473335,0.000124199,4.43E-09,353,0.004244745,0
0.000190861,0.000134746,1.52E-10,353,0.004244745,0
0.000171775,4.92E-05,0.003921569,353,0.004244745,1
0.000202312,0.000131628,0.003921569,353,0.004244745,1
0.000187044,5.17E-05,0.003921569,353,0.004244745,1
0.000129785,2.11E-05,9.93E-17,353,0.004244745,1
0.000167958,2.01E-05,1.49E-16,353,0.004244745,1
0.000160323,2.01E-05,1.42E-16,353,0.004244745,1
0.000145054,6.66E-05,1.64E-16,353,0.004244745,1
7.63E-05,2.73E-05,6.06E-17,353,0.004244745,1
7.63E-05,6.06E-05,6.30E-17,353,0.004244745,1
0.000167958,1.87E-05,1.37E-16,353,0.004244745,1
0.000217581,0.00034044,0.003921569,353,0.004244745,1
0.001099358,0.000251809,1.03E-15,353,0.004244745,1
0.001133713,0.001032421,0.003921571,353,0.004244745,1
0.000404625,6.77E-05,4.83E-16,353,0.004244745,1
0.000316829,6.40E-05,0.003921569,353,0.004244745,1
4.58E-05,4.90E-06,8.90E-17,353,0.004244745,1
2.29E-05,1.63E-06,1.07E-12,353,0.004244745,1
4.58E-05,4.87E-06,3.76E-17,353,0.004244745,1
3.82E-05,5.07E-05,4.12E-17,353,0.004244745,1
5.34E-05,5.15E-06,5.94E-17,353,0.004244745,1
4.58E-05,5.01E-06,4.60E-17,353,0.004244745,1
9.16E-05,9.06E-06,8.30E-17,353,0.004244745,1
0.000213764,2.15E-05,1.42E-16,353,0.004244745,1
3.05E-05,4.95E-06,2.60E-17,353,0.004244745,1
3.82E-05,7.47E-06,3.76E-17,353,0.004244745,1
0.00013742,0.000106839,1.20E-16,353,0.004244745,0
7.25E-05,3.91E-05,0.00392157,353,0.004244745,0
6.87E-05,1.60E-05,5.39E-17,353,0.004244745,0
4.58E-05,4.45E-05,1.08E-16,353,0.004244745,0
8.78E-05,6.30E-05,0.00392157,353,0.004244745,0
6.87E-05,5.16E-05,6.90E-17,353,0.004244745,0
0.000160323,2.23E-05,1.27E-16,353,0.004244745,0
0.000141237,6.12E-05,0.00392157,353,0.004244745,0
0.000259571,2.38E-05,2.22E-16,353,0.004244745,0
0.000229033,3.03E-05,1.95E-16,353,0.004244745,1
2.29E-05,1.63E-06,1.88E-17,353,0.004244745,1
0.000114516,8.16E-06,9.45E-17,353,0.004244745,1
0.000954304,0.000144865,7.60E-16,353,0.004244745,1
0.00080925,0.000945402,1.55E-09,353,0.004244745,1
0.000656561,0.000106807,5.12E-16,353,0.004244745,1
0.000419894,8.49E-05,3.44E-16,353,0.004244745,1
0.000167958,3.35E-05,1.29E-16,353,0.004244745,1
0.000152689,5.18E-05,1.28E-16,353,0.004244745,1
0.000396991,0.000191713,4.19E-16,353,0.004244745,1
0.000458066,0.00027123,4.07E-16,353,0.004244745,1
0.000114516,2.19E-05,1.01E-16,353,0.004244745,1
9.54E-05,4.39E-05,0.00392157,353,0.004244745,0
0.00101538,0.000168043,7.61E-16,353,0.004244745,0
0.000881777,0.000233883,0.003921572,353,0.004244745,1
0.000160323,3.43E-05,1.25E-16,353,0.004244745,1
0.000122151,4.47E-05,1.11E-16,353,0.004244745,1
0.000175592,0.000124816,3.26E-16,353,0.004244745,1
0.000129785,6.80E-05,1.04E-16,353,0.004244745,1
0.000129785,1.20E-05,1.19E-16,353,0.004244745,1
0.000160323,3.04E-05,1.61E-16,353,0.004244745,1
0.000160323,3.13E-05,3.56E-16,353,0.004244745,1
0.000374087,8.75E-05,5.45E-16,353,0.004244745,1
0.000114516,1.68E-05,1.08E-16,353,0.004244745,1
0.000122151,1.96E-05,1.10E-16,353,0.004244745,1
0.000125968,5.24E-05,0.00392157,353,0.004244745,1
0.000156506,4.90E-05,0.00392157,353,0.004244745,1
0.000328281,0.000100895,1.13E-15,353,0.004244745,1
9.16E-05,1.77E-05,7.27E-17,353,0.004244745,1
9.16E-05,5.59E-05,7.81E-17,353,0.004244745,1
0.000480969,8.05E-05,6.29E-16,353,0.004244745,1
0.000412259,0.000140512,3.31E-16,353,0.004244745,1
9.92E-05,5.72E-05,1.16E-16,353,0.004244745,1
0.000160323,2.98E-05,1.37E-16,353,0.004244745,1
0.000832153,0.000129567,8.01E-16,353,0.004244745,1
0.000637475,0.00021014,0.003921574,353,0.004244745,1
0.000114516,0.000110459,3.36E-16,353,0.004244745,1
7.63E-05,9.08E-06,7.09E-17,353,0.004244745,0
8.02E-05,9.28E-05,0.00392157,353,0.004244745,0
0.000183226,4.13E-05,1.36E-16,353,0.004244745,0
0.000156506,6.77E-05,0.00392157,353,0.004244745,1
0.000183226,6.13E-05,1.31E-16,353,0.004244745,1
0.000148871,4.37E-05,0.00392157,353,0.004244745,1
0.000290108,4.21E-05,2.82E-16,353,0.004244745,1
0.00023285,5.86E-05,0.00392157,353,0.004244745,1
0.000511507,0.000106232,3.94E-16,353,0.004244745,1
0.000435163,0.000111098,1.03E-09,353,0.004244745,1
9.16E-05,1.77E-05,9.15E-17,353,0.004244745,1
8.40E-05,5.59E-05,8.24E-17,353,0.004244745,1
0.001045917,0.000249538,1.11E-13,353,0.004244745,1
0.001084089,0.000900092,2.45E-09,353,0.004244745,1
0.001068821,0.00024327,6.59E-14,353,0.004244745,1
0.001045917,0.000744679,2.57E-09,353,0.004244745,1
6.87E-05,2.72E-05,6.97E-17,353,0.004244745,1
7.63E-05,6.03E-05,6.00E-17,353,0.004244745,1
0.000458066,7.25E-05,5.66E-16,353,0.004244745,1
0.000427528,0.000341706,1.54E-09,353,0.004244745,1
0.000412259,3.67E-05,3.27E-16,353,0.004244745,1
0.000412259,3.67E-05,3.31E-16,353,0.004244745,1
0.000400808,7.52E-05,0.003921571,353,0.004244745,1
0.000400808,7.52E-05,0.003921571,353,0.004244745,1
0.000259571,2.39E-05,2.08E-16,353,0.004244745,1
0.000229033,3.03E-05,1.93E-16,353,0.004244745,1
0.000572582,0.000138022,1.02E-15,353,0.004244745,1
0.000549679,0.00011273,2.06E-09,353,0.004244745,1
0.002252158,0.000275709,2.69E-15,353,0.004244745,0
0.002206351,0.003700007,1.56E-12,353,0.004244745,0
0.000152689,2.20E-05,3.47E-16,353,0.004244745,0
0.000141237,6.12E-05,0.003921572,353,0.004244745,0
0.000389356,4.36E-05,7.35E-16,353,0.004244745,0
0.000343549,0.000105227,3.66E-16,353,0.004244745,0
0.000198495,3.02E-05,1.50E-16,353,0.004244745,0
0.000389356,0.000107833,2.76E-16,353,0.004244745,0
0.000152689,7.45E-05,3.28E-09,353,0.004244745,0
0.000393173,7.14E-05,0.003921572,353,0.004244745,1
0.000885594,0.000161294,6.86E-16,353,0.004244745,1
0.000698551,0.000278377,0.003921572,353,0.004244745,1
0.000404625,6.70E-05,3.32E-16,353,0.004244745,1
0.000213764,6.08E-05,2.21E-16,353,0.004244745,1
0.00020613,0.000100769,2.21E-13,353,0.004244745,1
0.00053441,0.000174845,4.34E-16,353,0.004244745,1
0.000599303,0.000203694,0.003921574,353,0.004244745,1
0.000129785,1.20E-05,1.01E-16,353,0.004244745,1
0.000114516,1.68E-05,9.45E-17,353,0.004244745,1
0.000358818,0.000185717,3.03E-16,353,0.004244745,1
0.000160323,2.06E-05,1.39E-16,353,0.004244745,1
0.000148871,5.47E-05,0.003921572,353,0.004244745,0
0.000183226,1.66E-05,1.69E-16,353,0.004244745,0
0.000167958,1.94E-05,1.49E-16,353,0.004244745,1
9.92E-05,2.22E-05,8.18E-17,353,0.004244745,1
0.000110699,4.29E-05,0.003921572,353,0.004244745,1
7.63E-06,5.44E-07,7.87E-18,353,0.004244745,1
1.53E-05,1.09E-06,1.03E-17,353,0.004244745,1
0.000374087,5.14E-05,2.85E-16,353,0.004244745,1
0.000343549,0.000100947,2.57E-16,353,0.004244745,1
0.000721454,0.000143599,0.003921572,353,0.004244745,1
0.000297743,4.88E-05,5.10E-16,353,0.004244745,1
0.000687099,0.000407546,5.12E-10,353,0.004244745,1
0.000240485,0.000131544,0.003921572,353,0.004244745,1
0.000213764,3.48E-05,1.71E-16,353,0.004244745,1
0.000171775,0.000130707,0.003921572,353,0.004244745,1
0.000187044,0.000141506,0.003921572,353,0.004244745,1
0.000175592,4.94E-05,1.53E-16,353,0.004244745,1
0.000282474,5.44E-05,2.62E-16,353,0.004244745,1
0.00023285,5.27E-05,0.003921572,353,0.004244745,1
6.87E-05,3.59E-05,7.69E-17,353,0.004244745,1
5.34E-05,4.70E-05,5.03E-17,353,0.004244745,1
0.000122151,2.24E-05,1.08E-16,353,0.004244745,1
0.000103065,4.43E-05,0.003921572,353,0.004244745,1
9.16E-05,1.43E-05,6.36E-17,353,0.004244745,1
6.87E-05,1.26E-05,4.30E-17,353,0.004244745,1
8.02E-05,4.40E-05,0.003921572,353,0.004244745,0
6.49E-05,4.53E-05,0.003921572,353,0.004244745,0
0.000229033,6.11E-05,5.15E-16,353,0.004244745,0
0.000209947,6.77E-05,0.003921572,353,0.004244745,1
0.000129785,3.31E-05,1.07E-16,353,0.004244745,1
0.000129785,6.95E-05,9.33E-17,353,0.004244745,1
9.92E-05,1.03E-05,7.15E-17,353,0.004244745,1
8.40E-05,1.48E-05,6.66E-17,353,0.004244745,1
0.000213764,5.71E-05,4.09E-16,353,0.004244745,1
0.00020613,9.89E-05,9.11E-14,353,0.004244745,1
0.00023285,0.000103971,0.003921573,353,0.004244745,1
0.000267205,9.83E-05,2.54E-16,353,0.004244745,1
0.000229033,4.29E-05,4.20E-16,353,0.004244745,1
0.000183226,7.66E-05,1.65E-09,353,0.004244745,1
0.000229033,4.23E-05,1.97E-16,353,0.004244745,1
0.000202312,0.000167311,0.003921572,353,0.004244745,1
6.11E-05,3.14E-05,4.42E-17,353,0.004244745,1
0.000198495,4.12E-05,2.94E-16,353,0.004244745,1
7.25E-05,9.41E-05,0.003921572,353,0.004244745,1
0.000175592,9.36E-05,2.47E-09,353,0.004244745,1
0.000114516,1.11E-05,9.93E-17,353,0.004244745,1
9.92E-05,1.59E-05,8.60E-17,353,0.004244745,1
0.000145054,3.48E-05,1.06E-16,353,0.004244745,1
0.000145054,7.04E-05,1.19E-16,353,0.004244745,1
0.000351184,0.000151374,3.06E-16,353,0.004244745,1
0.000148871,5.32E-05,0.003921572,353,0.004244745,1
0.000358818,0.000181019,2.90E-16,353,0.004244745,1
0.000152689,0.000168744,3.75E-13,353,0.004244745,1
0.000114516,2.58E-05,8.42E-17,353,0.004244745,0
0.000114516,0.000170963,3.48E-16,353,0.004244745,0
6.11E-05,3.25E-05,6.24E-17,353,0.004244745,0
7.63E-05,1.00E-04,6.97E-17,353,0.004244745,0
0.000557314,9.43E-05,6.14E-16,353,0.004244745,0
0.000515324,0.000693865,0.003921572,353,0.004244745,0
0.000488604,8.02E-05,3.85E-16,353,0.004244745,0
0.000572582,0.000984318,8.19E-10,353,0.004244745,0
0.000129785,1.76E-05,1.27E-16,353,0.004244745,0
0.000103065,4.84E-05,0.003921573,353,0.004244745,1
0.000793981,0.000108471,7.97E-16,353,0.004244745,1
0.000793981,0.001159749,1.03E-09,353,0.004244745,1
0.000282474,5.15E-05,2.22E-16,353,0.004244745,1
0.000259571,0.000133198,1.02E-10,353,0.004244745,1
0.00020613,3.70E-05,1.65E-16,353,0.004244745,1
7.63E-05,2.13E-05,5.88E-17,353,0.004244745,1
5.34E-05,3.79E-05,4.30E-17,353,0.004244745,1
9.16E-05,1.77E-05,7.33E-17,353,0.004244745,1
8.40E-05,5.59E-05,6.42E-17,353,0.004244745,1
0.000160323,2.68E-05,1.42E-16,353,0.004244745,1
0.00013742,4.68E-05,1.14E-16,353,0.004244745,1
0.000160323,0.000105342,3.69E-16,353,0.004244745,0
0.000152689,2.27E-05,1.22E-16,353,0.004244745,0
0.000160323,2.31E-05,1.24E-16,353,0.004244745,1
0.000125968,4.48E-05,0.003921573,353,0.004244745,1
0.000125968,4.48E-05,0.003921573,353,0.004244745,1
0.000183226,1.66E-05,1.73E-16,353,0.004244745,1
0.000167958,1.94E-05,1.63E-16,353,0.004244745,1
8.40E-05,2.06E-05,7.45E-17,353,0.004244745,1
8.02E-05,4.06E-05,0.003921573,353,0.004244745,1
0.000419894,4.66E-05,3.56E-16,353,0.004244745,1
0.000358818,6.11E-05,3.20E-16,353,0.004244745,1
0.001305488,0.000275646,1.09E-15,353,0.004244745,1
0.001355112,0.001273985,0.003921573,353,0.004244745,1
0.000183226,1.66E-05,1.57E-16,353,0.004244745,1
0.000114516,1.70E-05,1.06E-16,353,0.004244745,1
0.000103065,4.17E-05,0.003921573,353,0.004244745,1
0.000167958,1.94E-05,1.48E-16,353,0.004244745,1
0.000106882,1.88E-05,1.02E-16,353,0.004244745,1
0.000103065,4.03E-05,0.003921573,353,0.004244745,1
0.000152689,1.93E-05,2.54E-16,353,0.004244745,1
0.000110699,4.10E-05,0.003921573,353,0.004244745,1
0.000679465,6.18E-05,4.75E-16,353,0.004244745,1
0.00060312,0.000106996,5.22E-16,353,0.004244745,1
0.000175592,3.12E-05,1.46E-16,353,0.004244745,1
0.000106882,2.85E-05,9.93E-17,353,0.004244745,1
0.000114516,1.49E-05,1.04E-16,353,0.004244745,0
0.000103065,4.67E-05,0.003921573,353,0.004244745,0
0.000114516,2.19E-05,1.05E-16,353,0.004244745,0
0.000103065,4.43E-05,0.003921573,353,0.004244745,1
0.000351184,4.95E-05,2.67E-16,353,0.004244745,1
0.000412259,0.000102454,5.31E-14,353,0.004244745,1
0.000175592,5.93E-05,2.56E-16,353,0.004244745,1
0.000129785,4.98E-05,1.12E-16,353,0.004244745,1
0.000171775,4.76E-05,0.003921573,353,0.004244745,1
0.000125968,5.96E-05,0.003921573,353,0.004244745,1
0.000198495,3.03E-05,5.41E-16,353,0.004244745,1
0.000160323,9.32E-05,2.61E-13,353,0.004244745,1
0.000229033,4.91E-05,2.14E-16,353,0.004244745,1
0.000160323,0.000105018,1.47E-16,353,0.004244745,1
6.87E-05,2.16E-05,5.88E-17,353,0.004244745,1
5.73E-05,5.33E-05,0.003921573,353,0.004244745,1
0.000175592,4.16E-05,1.56E-16,353,0.004244745,1
0.000190861,3.03E-05,4.15E-16,353,0.004244745,1
0.000148871,4.25E-05,0.003921574,353,0.004244745,1
0.000156506,4.84E-05,0.003921574,353,0.004244745,1
0.000160323,3.36E-05,3.65E-16,353,0.004244745,1
0.000167958,3.06E-05,1.33E-16,353,0.004244745,1
0.000183226,7.24E-05,1.32E-16,353,0.004244745,1
0.000152689,6.77E-05,1.10E-16,353,0.004244745,1
0.000129785,1.19E-05,1.04E-16,353,0.004244745,1
0.000114516,1.52E-05,1.04E-16,353,0.004244745,1
7.63E-06,5.44E-07,5.45E-18,353,0.004244745,1
3.82E-05,2.72E-06,3.21E-17,353,0.004244745,1
0.000145054,1.87E-05,1.25E-16,353,0.004244745,0
0.000179409,5.12E-05,0.003921574,353,0.004244745,0
0.000129785,1.76E-05,9.21E-17,353,0.004244745,0
0.000103065,4.84E-05,0.003921574,353,0.004244745,0
0.000190861,2.98E-05,1.65E-16,353,0.004244745,0
0.000290108,9.65E-05,2.31E-16,353,0.004244745,0
0.000229033,6.13E-05,1.89E-16,353,0.004244745,0
0.000240485,5.90E-05,0.003921574,353,0.004244745,0
0.000221399,0.000100895,1.36E-13,353,0.004244745,0
9.16E-05,1.77E-05,6.54E-17,353,0.004244745,1
9.16E-05,5.63E-05,5.81E-17,353,0.004244745,1
0.000190861,6.51E-05,1.57E-16,353,0.004244745,1
0.000190861,3.31E-05,1.53E-16,353,0.004244745,1
0.000171775,6.39E-05,0.003921574,353,0.004244745,1
0.000267205,4.36E-05,4.44E-16,353,0.004244745,1
0.000259571,9.70E-05,8.21E-10,353,0.004244745,1
0.00027484,4.39E-05,2.58E-16,353,0.004244745,1
0.000244302,8.55E-05,8.66E-14,353,0.004244745,1
0.000129785,1.20E-05,1.38E-16,353,0.004244745,1
0.000114516,1.68E-05,9.81E-17,353,0.004244745,1
9.92E-05,1.96E-05,8.78E-17,353,0.004244745,1
8.40E-05,4.74E-05,6.54E-17,353,0.004244745,0
7.63E-05,9.10E-06,6.00E-17,353,0.004244745,0
9.54E-05,0.000216524,0.003921574,353,0.004244745,1
0.000152689,2.96E-05,1.18E-16,353,0.004244745,1
0.000118334,3.91E-05,0.003921574,353,0.004244745,1
9.16E-05,1.77E-05,8.36E-17,353,0.004244745,1
9.16E-05,5.63E-05,1.62E-16,353,0.004244745,1
0.000129785,1.20E-05,1.04E-16,353,0.004244745,1
0.000114516,1.68E-05,1.05E-16,353,0.004244745,1
0.000984842,0.000233099,8.22E-16,353,0.004244745,1
0.000366453,7.07E-05,2.79E-16,353,0.004244745,1
0.000355001,0.000224769,0.003921575,353,0.004244745,1
7.63E-05,2.11E-05,5.81E-17,353,0.004244745,1
5.34E-05,3.79E-05,4.24E-17,353,0.004244745,1
0.00067183,0.000311548,8.42E-16,353,0.004244745,1
